timestamp,open,high,low,close,volume
2025-07-10 16:00:00,111340.9,112668.2,111274.3,112580.0,14725.68599673
2025-07-10 17:00:00,112580.0,113752.0,112520.0,113673.1,11170.90446738
2025-07-10 18:00:00,113673.1,113700.0,112951.5,113387.7,5903.15193811
2025-07-10 19:00:00,113387.7,113636.5,113055.5,113239.7,3875.84849068
2025-07-10 20:00:00,113239.7,113527.7,113206.5,113429.8,1827.90867638
2025-07-10 21:00:00,113429.8,117500.0,113323.9,116465.3,29526.82788866
2025-07-10 22:00:00,116465.3,116473.2,115768.8,115984.1,7092.77152231
2025-07-10 23:00:00,115984.1,116077.7,115626.0,115973.2,2895.81838003
2025-07-11 00:00:00,115973.2,116045.3,115189.6,115555.2,4154.02428739
2025-07-11 01:00:00,115555.2,116038.5,115466.9,115921.8,4179.9548388
2025-07-11 02:00:00,115921.8,116757.3,115675.3,116608.7,4524.14043392
2025-07-11 03:00:00,116608.7,116924.0,116315.3,116826.9,3161.72867503
2025-07-11 04:00:00,116826.9,116867.9,116432.7,116844.9,3262.26290768
2025-07-11 05:00:00,116844.9,118393.1,116844.9,117817.4,15070.90163884
2025-07-11 06:00:00,117817.4,118350.0,117574.9,117616.0,5546.25192265
2025-07-11 07:00:00,117616.0,118090.1,117433.4,117519.5,5415.94077959
2025-07-11 08:00:00,117519.5,118095.0,117519.5,117943.0,3705.10055994
2025-07-11 09:00:00,117943.0,118862.9,117861.1,118463.8,8048.11396928
2025-07-11 10:00:00,118463.8,118463.8,117930.0,117965.8,2705.0152494
2025-07-11 11:00:00,117965.8,118096.6,117583.1,117792.6,2300.13823772
2025-07-11 12:00:00,117792.6,118228.8,117701.4,117837.1,1910.48347387
2025-07-11 13:00:00,117837.1,118166.7,117249.3,117969.3,4993.79476479
2025-07-11 14:00:00,117969.3,118157.1,117379.6,117850.8,3118.8773971
2025-07-11 15:00:00,117850.8,117959.7,116740.1,116917.1,5029.16922076
2025-07-11 16:00:00,116917.1,117457.6,116618.6,117408.5,4767.58859582
2025-07-11 17:00:00,117408.5,117746.8,117250.5,117633.7,2526.77404828
2025-07-11 18:00:00,117633.7,117738.0,117291.9,117699.5,1747.06988298
2025-07-11 19:00:00,117699.5,118123.7,117405.1,118076.7,2527.36765245
2025-07-11 20:00:00,118076.7,118076.7,117617.9,117617.9,1376.74538687
2025-07-11 21:00:00,117617.9,117856.9,117439.3,117590.6,1369.74406254
2025-07-11 22:00:00,117590.6,117630.2,117133.0,117589.0,2935.24207389
2025-07-11 23:00:00,117589.0,117649.8,117413.9,117499.9,619.54326074
2025-07-12 00:00:00,117499.9,117627.4,117103.4,117365.9,1770.04131475
2025-07-12 01:00:00,117365.9,117647.3,117365.9,117608.8,1054.63399878
2025-07-12 02:00:00,117608.8,117766.5,117536.6,117563.5,660.7942694
2025-07-12 03:00:00,117563.5,117800.0,117563.4,117733.7,549.56912442
2025-07-12 04:00:00,117733.7,117840.0,117531.8,117611.6,614.16155358
2025-07-12 05:00:00,117611.6,117673.3,117453.1,117644.3,1778.65854409
2025-07-12 06:00:00,117644.3,117936.3,117617.0,117800.0,1503.55975129
2025-07-12 07:00:00,117800.0,118015.9,117590.0,117696.2,1616.17127397
2025-07-12 08:00:00,117696.2,117886.7,117683.0,117874.7,717.30225497
2025-07-12 09:00:00,117874.7,118167.1,117820.8,118109.1,1715.65175871
2025-07-12 10:00:00,118109.1,118109.1,117838.4,118018.3,5912.21524765
2025-07-12 11:00:00,118018.3,118050.0,117580.1,117770.0,2172.15539808
2025-07-12 12:00:00,117770.0,117814.0,117260.8,117500.7,3172.05070429
2025-07-12 13:00:00,117500.7,117543.0,117200.0,117470.4,5462.38217757
2025-07-12 14:00:00,117470.4,117688.9,117290.1,117353.1,4457.55254126
2025-07-12 15:00:00,117353.1,117429.8,116888.0,117076.7,3326.55590342
2025-07-12 16:00:00,117076.7,117355.0,117016.5,117154.2,1284.09344801
2025-07-12 17:00:00,117154.2,117510.0,117146.5,117442.5,797.24393533
2025-07-12 18:00:00,117442.5,117468.0,117333.2,117456.2,451.47440692
2025-07-12 19:00:00,117456.2,117597.1,117402.2,117518.1,788.1588983
2025-07-12 20:00:00,117518.1,117521.5,116972.7,116972.7,620.37710094
2025-07-12 21:00:00,116972.7,117514.9,116957.1,117438.5,713.79205487
2025-07-12 22:00:00,117438.5,117514.9,117271.8,117338.8,311.58751432
2025-07-12 23:00:00,117338.8,117422.0,117168.7,117372.6,464.0933706
2025-07-13 00:00:00,117372.6,117414.6,117210.4,117272.8,586.66808835
2025-07-13 01:00:00,117272.8,117614.8,117177.1,117506.1,960.51417128
2025-07-13 02:00:00,117506.1,117761.0,117358.3,117571.0,605.50199083
2025-07-13 03:00:00,117571.0,117766.0,117555.1,117700.1,575.56059807
2025-07-13 04:00:00,117700.1,117846.7,117642.2,117840.2,512.97959713
2025-07-13 05:00:00,117840.2,117868.4,117655.0,117720.8,911.64895594
2025-07-13 06:00:00,117720.8,117944.8,117700.0,117838.7,805.7093974
2025-07-13 07:00:00,117838.7,118026.8,117803.6,117939.9,826.47353177
2025-07-13 08:00:00,117939.9,117957.1,117706.1,117848.0,638.95914211
2025-07-13 09:00:00,117848.0,117854.3,117650.0,117695.0,607.68530857
2025-07-13 10:00:00,117695.0,117799.3,117690.5,117704.2,351.33109451
2025-07-13 11:00:00,117704.2,118047.6,117704.1,118029.2,878.20562863
2025-07-13 12:00:00,118029.2,118643.0,117935.0,118359.9,4281.83363052
2025-07-13 13:00:00,118359.9,118719.4,118100.0,118560.0,3640.57039608
2025-07-13 14:00:00,118560.0,119385.4,118319.4,118722.8,11396.01495621
2025-07-13 15:00:00,118722.8,119080.2,118486.0,118626.0,2857.61007306
2025-07-13 16:00:00,118626.0,118945.5,118463.5,118472.7,1422.08859982
2025-07-13 17:00:00,118472.7,118787.7,118330.1,118630.0,1080.7024743
2025-07-13 18:00:00,118630.0,119000.0,118527.8,118933.3,1878.3223133
2025-07-13 19:00:00,118933.3,119450.0,118858.1,118916.0,3363.55929247
2025-07-13 20:00:00,118916.0,119338.5,118774.6,119033.1,1267.34514849
2025-07-13 21:00:00,119033.1,119033.2,118439.5,118593.7,2192.88507225
2025-07-13 22:00:00,118593.7,118726.8,118193.1,118457.0,2219.02856537
2025-07-13 23:00:00,118457.0,119150.0,118327.8,119027.9,1741.03041163
2025-07-14 00:00:00,119027.9,119431.0,118872.3,119017.6,1920.89305453
2025-07-14 01:00:00,119017.6,119198.5,118870.0,119052.5,1308.27306597
2025-07-14 02:00:00,119052.5,120010.0,118924.2,119628.4,7493.49148316
2025-07-14 03:00:00,119628.4,121625.0,119568.0,120742.4,24440.26290584
2025-07-14 04:00:00,120742.4,121399.4,120540.6,121375.4,4477.73826671
2025-07-14 05:00:00,121375.4,122717.7,121114.3,122444.7,12492.80083659
2025-07-14 06:00:00,122444.7,122451.4,122025.3,122111.0,3749.96093432
