timestamp,open,high,low,close,volume
2025-07-01 06:00:00,106891.3,106891.3,106706.0,106844.6,3348.3377
2025-07-01 07:00:00,106844.6,107132.0,106564.6,107115.5,3372.5602
2025-07-01 08:00:00,107115.5,107130.0,106648.0,106666.0,3944.7892
2025-07-01 09:00:00,106666.0,106750.0,106429.8,106502.5,3983.4142
2025-07-01 10:00:00,106502.5,106588.6,106257.7,106440.0,2293.0119
2025-07-01 11:00:00,106440.0,106583.5,106268.0,106550.0,2985.7315
2025-07-01 12:00:00,106550.0,106643.0,106313.0,106367.5,2811.2486
2025-07-01 13:00:00,106367.5,106830.0,106232.6,106766.0,3144.0324
2025-07-01 14:00:00,106766.0,107140.9,105662.1,105881.0,2890.657
2025-07-01 15:00:00,105881.0,106162.0,105605.5,105900.3,2663.7091
2025-07-01 16:00:00,105900.3,106229.0,105780.9,106041.4,3128.8522
2025-07-01 17:00:00,106041.4,106240.0,105863.5,106200.1,1896.0276
2025-07-01 18:00:00,106200.1,106220.0,105638.0,105692.5,2147.0148
2025-07-01 19:00:00,105692.5,105768.3,105340.9,105348.1,5522.6309
2025-07-01 20:00:00,105348.1,105946.5,105211.4,105860.3,3068.7855
2025-07-01 21:00:00,105860.3,106056.0,105686.1,105732.6,2564.9102
2025-07-01 22:00:00,105732.6,105866.8,105555.7,105575.0,3485.4125
2025-07-01 23:00:00,105575.0,105659.0,105306.2,105637.4,3997.6192
2025-07-02 00:00:00,105637.4,105738.0,105321.0,105336.4,3060.173
2025-07-02 01:00:00,105336.4,105751.2,105052.1,105670.0,1772.2155
2025-07-02 02:00:00,105670.0,105871.7,105490.0,105855.8,1661.5019
2025-07-02 03:00:00,105855.8,106150.3,105813.0,106136.6,2960.1096
2025-07-02 04:00:00,106136.6,106325.9,106074.2,106325.5,2677.4381
2025-07-02 05:00:00,106325.5,106620.7,106250.4,106584.5,1373.332
2025-07-02 06:00:00,106584.5,106965.0,106580.5,106964.5,1714.0015
2025-07-02 07:00:00,106964.5,107144.4,106779.2,107020.5,2604.1048
2025-07-02 08:00:00,107020.5,107700.3,107020.5,107691.5,3760.8813
2025-07-02 09:00:00,107691.5,107741.0,107478.2,107591.5,3152.2512
2025-07-02 10:00:00,107591.5,107800.0,107563.0,107785.0,3133.6999
2025-07-02 11:00:00,107785.0,107785.0,107298.5,107408.5,3204.3801
2025-07-02 12:00:00,107408.5,107444.0,107149.0,107333.0,1630.7937
2025-07-02 13:00:00,107333.0,107916.0,107227.5,107719.5,1743.4145
2025-07-02 14:00:00,107719.5,108122.1,107601.7,108096.5,2930.137
2025-07-02 15:00:00,108096.5,108725.2,108072.6,108695.6,4001.6802
2025-07-02 16:00:00,108695.6,109579.0,108603.9,109331.5,5352.3048
2025-07-02 17:00:00,109331.5,109690.6,108806.9,109065.0,3358.1923
2025-07-02 18:00:00,109065.0,109485.0,108959.0,109485.0,3149.9321
2025-07-02 19:00:00,109485.0,109631.6,109233.8,109611.5,3016.6543
2025-07-02 20:00:00,109611.5,109622.0,109082.7,109084.5,3111.5708
2025-07-02 21:00:00,109084.5,109500.0,109084.5,109402.5,2336.3666
2025-07-02 22:00:00,109402.5,109470.3,109061.1,109095.6,2161.9491
2025-07-02 23:00:00,109095.6,109130.0,108683.7,108800.0,2538.7541
2025-07-03 00:00:00,108800.0,109075.3,108673.1,108884.8,3558.0624
2025-07-03 01:00:00,108884.8,109069.8,108763.5,108935.1,1601.1055
2025-07-03 02:00:00,108935.1,108935.4,108508.3,108676.6,2815.6634
2025-07-03 03:00:00,108676.6,108797.5,108575.3,108594.8,3090.384
2025-07-03 04:00:00,108594.8,108941.0,108514.0,108735.5,2650.7233
2025-07-03 05:00:00,108735.5,109316.0,108735.5,109290.3,2732.6013
2025-07-03 06:00:00,109290.3,109516.5,109199.0,109420.0,2437.0168
2025-07-03 07:00:00,109420.0,109420.0,109100.0,109235.0,13722.9406
2025-07-03 08:00:00,109235.0,109500.2,109235.0,109325.4,3759.1888
2025-07-03 09:00:00,109325.4,110234.5,109325.1,109890.2,3882.7609
2025-07-03 10:00:00,109890.2,109950.0,109577.0,109794.0,2334.1707
2025-07-03 11:00:00,109794.0,109794.1,109539.9,109560.3,2088.328
2025-07-03 12:00:00,109560.3,109875.6,108709.7,109101.3,3555.8451
2025-07-03 13:00:00,109101.3,110473.1,109084.3,110219.1,5542.682
2025-07-03 14:00:00,110219.1,110445.6,109512.7,109651.6,4665.7373
2025-07-03 15:00:00,109651.6,109776.1,109044.1,109083.5,4125.9669
2025-07-03 16:00:00,109083.5,109637.6,108971.8,109237.7,4863.9824
2025-07-03 17:00:00,109237.7,109614.3,109220.3,109494.0,2070.388
